title,link,date_added
Orderadministratör/kundservice till Nordens ledande IT-företag,https://ledigajobb.bravura.se/sv/jobs/5953457-orderadministrator-kundservice-till-nordens-ledande-it-foretag,19/06/25
Senior Director Program & Alliance Management at Calliditas Therapeutics,https://ledigajobb.bravura.se/en/jobs/5952049-senior-director-program-alliance-management-at-calliditas-therapeutics,19/06/25
Revisor till Furlands Revisionsbyrå,https://ledigajobb.bravura.se/sv/jobs/5280364-revisor-till-furlands-revisionsbyra,19/06/25
Part-time job for Danish-speaking Market Researchers at Gradient,https://ledigajobb.bravura.se/sv/jobs/5946938-part-time-job-for-danish-speaking-market-researchers-at-gradient,19/06/25
Servicetekniker till ASM Foods,https://ledigajobb.bravura.se/sv/jobs/5946299-servicetekniker-till-asm-foods,19/06/25
Elmontör till Eaton,https://ledigajobb.bravura.se/sv/jobs/5946141-elmontor-till-eaton,19/06/25
Information Security Officer till Praktikertjänst AB,https://ledigajobb.bravura.se/sv/jobs/5945312-information-security-officer-till-praktikertjanst-ab,19/06/25
Affärsutvecklare / säljare till Västsvenska Handelskammaren,https://ledigajobb.bravura.se/sv/jobs/5945098-affarsutvecklare-saljare-till-vastsvenska-handelskammaren,19/06/25
Projektledare till Semine,https://ledigajobb.bravura.se/sv/jobs/5942056-projektledare-till-semine,19/06/25
Produktionschef till NOTE Lund,https://ledigajobb.bravura.se/sv/jobs/5941806-produktionschef-till-note-lund,19/06/25
Senior Fullstackutvecklare till MyMoney,https://ledigajobb.bravura.se/sv/jobs/5941560-senior-fullstackutvecklare-till-mymoney,19/06/25
Produktägare inom Datahantering och Business Intelligence,https://ledigajobb.bravura.se/sv/jobs/5939534-produktagare-inom-datahantering-och-business-intelligence,19/06/25
Dynamics 365 CE/Power Platform-konsult hos XLENT,https://ledigajobb.bravura.se/sv/jobs/5937040-dynamics-365-ce-power-platform-konsult-hos-xlent,19/06/25
Marknadskoordinator till Gipeco,https://ledigajobb.bravura.se/sv/jobs/5933519-marknadskoordinator-till-gipeco,19/06/25
Ansvarig konstruktör till Sweco,https://ledigajobb.bravura.se/sv/jobs/5933307-ansvarig-konstruktor-till-sweco,19/06/25
Innesäljare till Mölndal Energi,https://ledigajobb.bravura.se/sv/jobs/5931283-innesaljare-till-molndal-energi,19/06/25
Mekanikkonstruktör till Mantex,https://ledigajobb.bravura.se/sv/jobs/5929596-mekanikkonstruktor-till-mantex,19/06/25
Kommersiell Fordonsansvarig till Transito,https://ledigajobb.bravura.se/sv/jobs/5928795-kommersiell-fordonsansvarig-till-transito,19/06/25
Embedded Software Developer to Micropower,https://ledigajobb.bravura.se/sv/jobs/5284519-embedded-software-developer-to-micropower,19/06/25
Teknisk Fältsäljare till MTS Systems Norden,https://ledigajobb.bravura.se/sv/jobs/5926100-teknisk-faltsaljare-till-mts-systems-norden,19/06/25
Projektkoordinator till Energiföretagen,https://ledigajobb.bravura.se/sv/jobs/5923769-projektkoordinator-till-energiforetagen,19/06/25
Software Developer to Bromma (a part of Kalmar Solutions),https://ledigajobb.bravura.se/en/jobs/5918412-software-developer-to-bromma-a-part-of-kalmar-solutions,19/06/25
Servicemekaniker till DACO Contractor AB,https://ledigajobb.bravura.se/sv/jobs/5918110-servicemekaniker-till-daco-contractor-ab,19/06/25
First Line Support till företag i Grästorp,https://ledigajobb.bravura.se/sv/jobs/5915696-first-line-support-till-foretag-i-grastorp,19/06/25
Kontors- och säljkoordinator,https://ledigajobb.bravura.se/sv/jobs/5907110-kontors-och-saljkoordinator,19/06/25
Servicetekniker till Sorma,https://ledigajobb.bravura.se/sv/jobs/5900801-servicetekniker-till-sorma,19/06/25
Kundansvarig till relationsdriven roll mot skolor & elevorganisationer,https://ledigajobb.bravura.se/sv/jobs/5900731-kundansvarig-till-relationsdriven-roll-mot-skolor-elevorganisationer,19/06/25
Ombudsman tillika bitr. förhandlingschef på Officersförbundet,https://ledigajobb.bravura.se/sv/jobs/5897893-ombudsman-tillika-bitr-forhandlingschef-pa-officersforbundet,19/06/25
Huvudinstruktör inom Lås & Säkerhet till SLR,https://ledigajobb.bravura.se/sv/jobs/5896791-huvudinstruktor-inom-las-sakerhet-till-slr,19/06/25
Säljande kundtjänstmedarbetare till Telia,https://ledigajobb.bravura.se/sv/jobs/5894678-saljande-kundtjanstmedarbetare-till-telia,19/06/25
Systemutvecklare inom Java till Inkopio,https://ledigajobb.bravura.se/sv/jobs/5888650-systemutvecklare-inom-java-till-inkopio,19/06/25
IAM-ansvarig till Unionen,https://ledigajobb.bravura.se/sv/jobs/5878856-iam-ansvarig-till-unionen,19/06/25
Säljare till Homepal AB,https://ledigajobb.bravura.se/sv/jobs/5878458-saljare-till-homepal-ab,19/06/25
Projektledare inom VA till Sweco,https://ledigajobb.bravura.se/sv/jobs/5877819-projektledare-inom-va-till-sweco,19/06/25
Kundservicemedarbetare till Concentrix,https://ledigajobb.bravura.se/sv/jobs/5862610-kundservicemedarbetare-till-concentrix,19/06/25
German & Swedish speaking Customer Success Specialist to Hailey HR,https://ledigajobb.bravura.se/en/jobs/5860115-german-swedish-speaking-customer-success-specialist-to-hailey-hr,19/06/25
Säljande kundservicemedarbetare till Concentrix,https://ledigajobb.bravura.se/sv/jobs/5856008-saljande-kundservicemedarbetare-till-concentrix,19/06/25
Account Manager till Cresnia,https://ledigajobb.bravura.se/sv/jobs/5855562-account-manager-till-cresnia,19/06/25
Kundservicemedarbetare till DHL Freight,https://ledigajobb.bravura.se/sv/jobs/5850397-kundservicemedarbetare-till-dhl-freight,19/06/25
Säljare till Greenled,https://ledigajobb.bravura.se/sv/jobs/5849979-saljare-till-greenled,19/06/25
IT Service Manager inom Supply Chain till Rusta,https://ledigajobb.bravura.se/sv/jobs/5843103-it-service-manager-inom-supply-chain-till-rusta,19/06/25
Låstekniker till SafeTeam,https://ledigajobb.bravura.se/sv/jobs/5825186-lastekniker-till-safeteam,19/06/25
Driftchef till PreZero Recycling,https://ledigajobb.bravura.se/sv/jobs/5825107-driftchef-till-prezero-recycling,19/06/25
Säljare till Bio-Hospital – med fokus på legotjänster inom medicinteknik,https://ledigajobb.bravura.se/sv/jobs/5820366-saljare-till-bio-hospital-med-fokus-pa-legotjanster-inom-medicinteknik,19/06/25
Architect & Backend Developer till Live Arena Sports,https://ledigajobb.bravura.se/sv/jobs/5818209-architect-backend-developer-till-live-arena-sports,19/06/25
CE-Chaufförer över sommaren till Sandahls i Göteborg,https://ledigajobb.bravura.se/sv/jobs/5805372-ce-chaufforer-over-sommaren-till-sandahls-i-goteborg,19/06/25
Servicetekniker till Condair,https://ledigajobb.bravura.se/sv/jobs/5802596-servicetekniker-till-condair,19/06/25
Deltid & sommarjobb inom finsktalande kundtjänst till väletablerat finansbolag,https://ledigajobb.bravura.se/sv/jobs/5798117-deltid-sommarjobb-inom-finsktalande-kundtjanst-till-valetablerat-finansbolag,19/06/25
Branschspecialist till Finansförbundet,https://ledigajobb.bravura.se/sv/jobs/5797855-branschspecialist-till-finansforbundet,19/06/25
Säljare hos Carrier Transicold,https://ledigajobb.bravura.se/sv/jobs/5782224-saljare-hos-carrier-transicold,19/06/25
Servicetekniker till välkänt företag,https://ledigajobb.bravura.se/sv/jobs/5770281-servicetekniker-till-valkant-foretag,19/06/25
Koordinator inom kvalitet och miljö till MMK Automotive,https://ledigajobb.bravura.se/sv/jobs/5752850-koordinator-inom-kvalitet-och-miljo-till-mmk-automotive,19/06/25
Montör / Elektriker till Karossan,https://ledigajobb.bravura.se/sv/jobs/5736129-montor-elektriker-till-karossan,19/06/25
Senior Javautvecklare inom e-handel hos Martin & Servera,https://ledigajobb.bravura.se/sv/jobs/5736094-senior-javautvecklare-inom-e-handel-hos-martin-servera,19/06/25
Senior systemutvecklare & Tech Lead inom IAM till Martin & Servera,https://ledigajobb.bravura.se/sv/jobs/5736078-senior-systemutvecklare-tech-lead-inom-iam-till-martin-servera,19/06/25
Rental Area Manager Scandinavia till Aerzen Rental,https://ledigajobb.bravura.se/sv/jobs/5709615-rental-area-manager-scandinavia-till-aerzen-rental,19/06/25
Produktionsmedarbetare till Murrelektronik,https://ledigajobb.bravura.se/sv/jobs/5701372-produktionsmedarbetare-till-murrelektronik,19/06/25
Account Manager till Invoier,https://ledigajobb.bravura.se/sv/jobs/5683352-account-manager-till-invoier,19/06/25
IT Projektledare till Nethouse,https://ledigajobb.bravura.se/sv/jobs/5682157-it-projektledare-till-nethouse,19/06/25
Kundansvarig till Chemgroup,https://ledigajobb.bravura.se/sv/jobs/5676085-kundansvarig-till-chemgroup,19/06/25
Test Engineer at InCoax Networks,https://ledigajobb.bravura.se/en/jobs/5667000-test-engineer-at-incoax-networks,19/06/25
Projektör/Byggledare till Eltel,https://ledigajobb.bravura.se/sv/jobs/5642160-projektor-byggledare-till-eltel,19/06/25
Sales Representative / Sales Manager till MANN+HUMMEL,https://ledigajobb.bravura.se/sv/jobs/5580503-sales-representative-sales-manager-till-mann-hummel,19/06/25
Industrial Sales Manager till GS Yuasa Battery Nordic,https://ledigajobb.bravura.se/sv/jobs/5498256-industrial-sales-manager-till-gs-yuasa-battery-nordic,19/06/25
Student inom ekonomi till Stanley Black & Decker,https://ledigajobb.bravura.se/sv/jobs/5493899-student-inom-ekonomi-till-stanley-black-decker,19/06/25
Affärsområdeschef för sälj och marknadsföring till framgångsrikt SaaS-bolag,https://ledigajobb.bravura.se/sv/jobs/5382815-affarsomradeschef-for-salj-och-marknadsforing-till-framgangsrikt-saas-bolag,19/06/25
Innesälj till Renton Vattenrening,https://ledigajobb.bravura.se/sv/jobs/5356019-innesalj-till-renton-vattenrening,19/06/25
First Line Support till ledande bolag,https://ledigajobb.bravura.se/sv/jobs/5355726-first-line-support-till-ledande-bolag,19/06/25
Junior Client Manager to OSTTRA,https://ledigajobb.bravura.se/sv/jobs/5280100-junior-client-manager-to-osttra,19/06/25
Intresseanmälan till Talent program,https://ledigajobb.bravura.se/sv/jobs/4145904-intresseanmalan-till-talent-program,19/06/25
#### Studentjobb som visningsassistent hos IKANO Bostad| Stockholm,https://ledigajobb.bravura.se/sv/jobs/6050453-studentjobb-som-visningsassistent-hos-ikano-bostad,19/06/25
#### Student inom arbetsrätt till flexibelt extrajobb hos fackförbundet SRAT| Stockholm,https://ledigajobb.bravura.se/sv/jobs/6012287-student-inom-arbetsratt-till-flexibelt-extrajobb-hos-fackforbundet-srat,19/06/25
#### Extrajobb student - receptionist| Stockholm,https://ledigajobb.bravura.se/sv/jobs/5981971-extrajobb-student-receptionist,19/06/25
#### Deltid & sommarjobb inom finsktalande kundtjänst till väletablerat finansbolag| Stockholm,https://ledigajobb.bravura.se/sv/jobs/5798117-deltid-sommarjobb-inom-finsktalande-kundtjanst-till-valetablerat-finansbolag,19/06/25
