title,link,date_added
Så skapar du en bra Linkedinprofil,https://sjr.se/sa-skapar-du-en-bra-linkedinprofil/,19/06/25
Kompetensutveckling,https://sjr.se/nyheter-samling/?filter=category%3Dkompetensutveckling,19/06/25
Nyheter,https://sjr.se/nyheter-samling/,19/06/25
Om oss,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Om oss,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Om SJR,https://sjr.se/om-oss/,19/06/25
Vår historia,https://sjr.se/om-oss/var-historia/,19/06/25
Våra medarbetare,https://sjr.se/om-oss/vara-medarbetare/,19/06/25
*   [Jobba internt på SJR](https://sjr.se/jobba-pa,https://sjr.se,19/06/25
Jobba internt på SJR,https://sjr.se/jobba-pa-sjr/,19/06/25
Jobba som konsult,https://sjr.se/jobba-som-konsult/,19/06/25
SJR event anmälan,https://sjr.se/om-oss/sjr-event-anmalan/,19/06/25
Certifiering och auktorisation,https://sjr.se/om-oss/certifiering-och-auktorisation/,19/06/25
Integritetspolicy,https://sjr.se/om-oss/integritetspolicy/,19/06/25
Investor Relations,https://ogunsen.se/,19/06/25
Hållbarhet,https://sjr.se/om-oss/hallbarhet/,19/06/25
Ansvarsfullt företagande,https://sjr.se/om-oss/hallbarhet/ansvarsfullt-foretagande/,19/06/25
Hållbara medarbetare,https://sjr.se/om-oss/hallbarhet/hallbara-medarbetare/,19/06/25
Arbetssätt som gör skillnad: Kandidater,https://sjr.se/om-oss/hallbarhet/arbetssatt-som-gor-skillnad/,19/06/25
Klimatsmart verksamhet,https://sjr.se/om-oss/hallbarhet/klimatsmart-verksamhet/,19/06/25
Intressenter och deras påverkan,https://sjr.se/om-oss/hallbarhet/intressenter-och-deras-paverkan/,19/06/25
Över 30 år av hållbar framgång,https://sjr.se/om-oss/hallbarhet/30-ar-av-hallbar-framgang/,19/06/25
Vårt bidrag till FN:s globala mål för hållbar utveckling,https://sjr.se/om-oss/hallbarhet/vart-bidrag-till-fns-globala-mal-for-hallbar-utveckling/,19/06/25
Hållbarhetsrapporter,https://sjr.se/om-oss/hallbarhet/hallbarhetsrapporter/,19/06/25
Artiklar om vårt hållbarhetsarbete,https://sjr.se/nyheter-samling/?filter=category%3Dhallbarhet,19/06/25
Kontakta oss,https://sjr.se/kontakta-oss/,19/06/25
Kontakta oss,https://sjr.se/kontakta-oss/,19/06/25
*   [Anlita SJR](https://sjr.se/kontakta-oss/anlita,https://sjr.se,19/06/25
Anlita SJR,https://sjr.se/kontakta-oss/anlita-sjr/,19/06/25
Våra kontor,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Stockholm,https://sjr.se/kontakta-oss/stockholm/,19/06/25
Göteborg,https://sjr.se/kontakta-oss/goteborg/,19/06/25
Malmö,https://sjr.se/kontakta-oss/malmo/,19/06/25
Uppsala,https://sjr.se/kontakta-oss/uppsala/,19/06/25
Helsingborg,https://sjr.se/kontakta-oss/helsingborg/,19/06/25
Våra regioner,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Norr,https://sjr.se/kontakta-oss/region-norr/,19/06/25
Mitt,https://sjr.se/kontakta-oss/region-mitt/,19/06/25
Väst,https://sjr.se/kontakta-oss/region-vast/,19/06/25
English,https://sjr.se/sjr-english/,19/06/25
Svenska,https://sjr.se/,19/06/25
För företag,https://sjr.se/tjanster/,19/06/25
Konsult,https://sjr.se/konsult/,19/06/25
Ekonomi & Finans,https://sjr.se/konsult/ekonomi-finans/,19/06/25
HR & Lön,https://sjr.se/konsult/hr-lon/,19/06/25
Inköp och Supply Chain,https://sjr.se/konsult/inkop-supply-chain/,19/06/25
Hållbarhet & CSRD,https://sjr.se/konsult/hallbarhet-csrd/,19/06/25
Jobba som konsult,https://sjr.se/jobba-som-konsult/,19/06/25
Jobba som underkonsult,https://sjr.se/jobba-som-underkonsult/,19/06/25
Interim Management,https://sjr.se/interim-management/,19/06/25
Interimschef,https://sjr.se/interim-management/interimschef/,19/06/25
Interim CFO,https://sjr.se/interim-management/interim-cfo/,19/06/25
Interim Redovisningschef,https://sjr.se/interim-management/interim-redovisningschef/,19/06/25
Interim Controller,https://sjr.se/interim-management/interim-business-controller/,19/06/25
Interim VD/CEO,https://sjr.se/interim-management/interim-vd/,19/06/25
Interim HR-Chef,https://sjr.se/interim-management/interim-hr-chef/,19/06/25
Interim CIO/IT-Chef,https://sjr.se/interim-management/interim-cio-it-chef/,19/06/25
Interim Inköpschef,https://sjr.se/interim-management/interim-inkopschef/,19/06/25
Interim Marknadschef / Kommunikationschef,https://sjr.se/interim-management/interim-marknadschef-kommunikationschef/,19/06/25
Interim Projektledare,https://sjr.se/interim-management/interim-projektledare/,19/06/25
Rekrytering,https://sjr.se/rekrytering/,19/06/25
Ekonomi & Finans,https://sjr.se/rekrytering/ekonomi-finans/,19/06/25
HR och Lön,https://sjr.se/rekrytering/hr-lon/,19/06/25
CSRD & hållbarhetsroller,https://sjr.se/rekrytering/hallbarhet-csrd/,19/06/25
Fintech Rekrytering,https://sjr.se/rekrytering/fintech-rekrytering/,19/06/25
Vår rekryteringsprocess,https://sjr.se/rekrytering/rekryteringsprocess/,19/06/25
Tillsättningar,https://sjr.se/tjanster/tillsattningar/,19/06/25
Kundsamarbeten,https://sjr.se/nyheter-samling/?filter=category%3Dkundstory,19/06/25
Executive Search,https://sjr.se/executive-search/,19/06/25
Allt inom Executive Search,https://sjr.se/executive-search/,19/06/25
Rådgivning och Utveckling,https://sjr.se/radgivning-och-utveckling/,19/06/25
Second Opinion,https://sjr.se/radgivning-och-utveckling/second-opinion/,19/06/25
Utvecklande Ledarskap,https://sjr.se/radgivning-och-utveckling/utvecklande-ledarskap/,19/06/25
Teamutveckling,https://sjr.se/radgivning-och-utveckling/teamutveckling/,19/06/25
Karriärvägledning och coachning,https://sjr.se/radgivning-och-utveckling/karriarvagledning-och-coachning/,19/06/25
Vårt erbjudande,https://sjr.se/tjanster/,19/06/25
*   [Anlita oss](https://sjr.se/kontakta-oss/anlita,https://sjr.se,19/06/25
Anlita oss,https://sjr.se/kontakta-oss/anlita-sjr/,19/06/25
Lediga jobb,https://sjr.se/lediga-jobb-samling/,19/06/25
För Jobbsökare,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Karriärmöjligheter,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Sök utannonserade jobb,https://sjr.se/sok-utannonserade-jobb/,19/06/25
Gör en spontanansökan,https://sjr.se/gor-en-spontanansokan/,19/06/25
Uppdatera CV,https://sjr-se.intelliplan.net/jobb/1349/uppdatera-cv,19/06/25
Jobba som konsult,https://sjr.se/jobba-som-konsult/,19/06/25
Jobba som underkonsult,https://sjr.se/jobba-som-underkonsult/,19/06/25
*   [Jobba internt på SJR](https://sjr.se/jobba-pa,https://sjr.se,19/06/25
Jobba internt på SJR,https://sjr.se/jobba-pa-sjr/,19/06/25
Vår process,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Rekryterings- och tillsättningsprocessen,https://sjr.se/tillsattningsprocessen/,19/06/25
Kompetensbaserad process,https://sjr.se/process/,19/06/25
Tester,https://sjr.se/tester/,19/06/25
Bakgrundskontroller,https://sjr.se/bakgrundskontroller/,19/06/25
Referenser,https://sjr.se/referenser/,19/06/25
Din integritet,https://sjr.se/integritet/,19/06/25
Tips och råd,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Så skriver du ett CV,https://sjr.se/sa-skriver-du-ett-cv/,19/06/25
Så skapar du en bra Linkedinprofil,https://sjr.se/sa-skapar-du-en-bra-linkedinprofil/,19/06/25
Kompetensutveckling,https://sjr.se/nyheter-samling/?filter=category%3Dkompetensutveckling,19/06/25
Nyheter,https://sjr.se/nyheter-samling/,19/06/25
Om oss,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Om SJR,https://sjr.se/om-oss/,19/06/25
Vår historia,https://sjr.se/om-oss/var-historia/,19/06/25
Våra medarbetare,https://sjr.se/om-oss/vara-medarbetare/,19/06/25
*   [Jobba internt på SJR](https://sjr.se/jobba-pa,https://sjr.se,19/06/25
Jobba internt på SJR,https://sjr.se/jobba-pa-sjr/,19/06/25
Jobba som konsult,https://sjr.se/jobba-som-konsult/,19/06/25
SJR event anmälan,https://sjr.se/om-oss/sjr-event-anmalan/,19/06/25
Certifiering och auktorisation,https://sjr.se/om-oss/certifiering-och-auktorisation/,19/06/25
Integritetspolicy,https://sjr.se/om-oss/integritetspolicy/,19/06/25
Investor Relations,https://ogunsen.se/,19/06/25
Hållbarhet,https://sjr.se/om-oss/hallbarhet/,19/06/25
Ansvarsfullt företagande,https://sjr.se/om-oss/hallbarhet/ansvarsfullt-foretagande/,19/06/25
Hållbara medarbetare,https://sjr.se/om-oss/hallbarhet/hallbara-medarbetare/,19/06/25
Arbetssätt som gör skillnad: Kandidater,https://sjr.se/om-oss/hallbarhet/arbetssatt-som-gor-skillnad/,19/06/25
Klimatsmart verksamhet,https://sjr.se/om-oss/hallbarhet/klimatsmart-verksamhet/,19/06/25
Intressenter och deras påverkan,https://sjr.se/om-oss/hallbarhet/intressenter-och-deras-paverkan/,19/06/25
Över 30 år av hållbar framgång,https://sjr.se/om-oss/hallbarhet/30-ar-av-hallbar-framgang/,19/06/25
Vårt bidrag till FN:s globala mål för hållbar utveckling,https://sjr.se/om-oss/hallbarhet/vart-bidrag-till-fns-globala-mal-for-hallbar-utveckling/,19/06/25
Hållbarhetsrapporter,https://sjr.se/om-oss/hallbarhet/hallbarhetsrapporter/,19/06/25
Artiklar om vårt hållbarhetsarbete,https://sjr.se/nyheter-samling/?filter=category%3Dhallbarhet,19/06/25
Kontakta oss,https://sjr.se/kontakta-oss/,19/06/25
*   [Anlita SJR](https://sjr.se/kontakta-oss/anlita,https://sjr.se,19/06/25
Anlita SJR,https://sjr.se/kontakta-oss/anlita-sjr/,19/06/25
Våra kontor,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Stockholm,https://sjr.se/kontakta-oss/stockholm/,19/06/25
Göteborg,https://sjr.se/kontakta-oss/goteborg/,19/06/25
Malmö,https://sjr.se/kontakta-oss/malmo/,19/06/25
Uppsala,https://sjr.se/kontakta-oss/uppsala/,19/06/25
Helsingborg,https://sjr.se/kontakta-oss/helsingborg/,19/06/25
Våra regioner,https://sjr.se/lediga-jobb-samling/?filter=gi_city=stockholm#,19/06/25
Norr,https://sjr.se/kontakta-oss/region-norr/,19/06/25
Mitt,https://sjr.se/kontakta-oss/region-mitt/,19/06/25
Väst,https://sjr.se/kontakta-oss/region-vast/,19/06/25
English,https://sjr.se/sjr-english/,19/06/25
Svenska,https://sjr.se/,19/06/25
Instagram,https://www.instagram.com/sjr.se/,19/06/25
linkedin,https://www.linkedin.com/company/sjr/,19/06/25
Facebook,https://www.facebook.com/SJR.se/,19/06/25
Spontanansökan,https://sjr-se.intelliplan.net/jobb/19/spontanansokan,19/06/25
Uppdatera CV,https://sjr-se.intelliplan.net/jobb/1349/uppdatera-cv,19/06/25
AP Specialist till fastighetsbolag i City,https://sjr.se/jobb/ap-specialist-till-fastighetsbolag-i-city/,19/06/25
Image 20,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/ap-specialist-till-fastighetsbolag-i-city/,19/06/25
Redovisningsekonom med erfarenhet av SAP – start omgående,https://sjr.se/jobb/redovisningsekonom-med-erfarenhet-av-sap-start-omgaende/,19/06/25
Image 21: redovisningsekonom-med-erfarenhet-av-sap-start-omgaende-company-logo,https://sjr.se/wp-content/uploads/2025/06/redovisningsekonom-med-erfarenhet-av-sap-start-omgaende-logo-720x334.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/redovisningsekonom-med-erfarenhet-av-sap-start-omgaende/,19/06/25
Group Financial Controller till Hubexo,https://sjr.se/jobb/group-financial-controller-till-hubexo-2/,19/06/25
Image 22: group-financial-controller-till-hubexo-company-logo,https://sjr.se/wp-content/uploads/2025/06/group-financial-controller-till-hubexo-logo-720x244.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/group-financial-controller-till-hubexo-2/,19/06/25
Hyresadministratör till fastighetsbolag i City,https://sjr.se/jobb/hyresadministrator-till-fastighetsbolag-i-city/,19/06/25
Image 23,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/hyresadministrator-till-fastighetsbolag-i-city/,19/06/25
Erfaren Kredithandläggare,https://sjr.se/jobb/erfaren-kredithandlaggare/,19/06/25
Image 24,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/erfaren-kredithandlaggare/,19/06/25
Logistics Manager till Samsung,https://sjr.se/jobb/logistics-manager-till-samsung/,19/06/25
Image 25: logistics-manager-till-samsung-company-logo,https://sjr.se/wp-content/uploads/2025/06/logistics-manager-till-samsung-logo.jpg,19/06/25
Läs mer och ansök,https://sjr.se/jobb/logistics-manager-till-samsung/,19/06/25
Redovisningsekonom till bolag inom försäkring och kapitalförvaltning,https://sjr.se/jobb/redovisningsekonom-till-bolag-inom-forsakring-och-kapitalforvaltning/,19/06/25
Image 26,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/redovisningsekonom-till-bolag-inom-forsakring-och-kapitalforvaltning/,19/06/25
Reskontraspecialist till värdsledande företag i Södertälje,https://sjr.se/jobb/reskontraspecialist-till-vardsledande-foretag-i-sodertalje-2/,19/06/25
Image 27,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/reskontraspecialist-till-vardsledande-foretag-i-sodertalje-2/,19/06/25
Teamlead inom Card & Fraud till bank,https://sjr.se/jobb/card-fraud-specialist-till-mellanstor-bank-i-solna-2/,19/06/25
Image 28,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/card-fraud-specialist-till-mellanstor-bank-i-solna-2/,19/06/25
Ekonomiassistent till Sveriges ledande IT-bolag med kontor i Kista,https://sjr.se/jobb/ekonomiassistent-till-sveriges-ledande-it-bolag-med-kontor-i-kista-3/,19/06/25
Image 29,https://sjr.se/wp-content/themes/generation-theme-child/images/sjr-logo.png,19/06/25
Läs mer och ansök,https://sjr.se/jobb/ekonomiassistent-till-sveriges-ledande-it-bolag-med-kontor-i-kista-3/,19/06/25
Registrera CV och intresseområden,https://sjr-se.intelliplan.net/jobb/19/spontanansokan,19/06/25
Image 30: Contact,https://sjr.se/wp-content/uploads/2021/10/contact-720x720.jpg,19/06/25
Om oss,https://sjr.se/om-oss/,19/06/25
Kontakta oss,https://sjr.se/kontakta-oss/,19/06/25
Våra medarbetare,https://sjr.se/om-oss/vara-medarbetare/,19/06/25
Investor relations,https://ogunsen.se/,19/06/25
Hållbarhet,https://sjr.se/om-oss/hallbarhet/,19/06/25
Lediga jobb,https://sjr.se/lediga-jobb-samling/,19/06/25
Jobba som konsult,https://sjr.se/jobba-som-konsult/,19/06/25
*   [Jobba internt på SJR](https://sjr.se/jobba-pa,https://sjr.se,19/06/25
Jobba internt på SJR,https://sjr.se/jobba-pa-sjr/,19/06/25
Spontanansökan,https://sjr-se.intelliplan.net/jobb/19/spontanansokan,19/06/25
Konsult,https://sjr.se/konsult/,19/06/25
Rekrytering,https://sjr.se/rekrytering/,19/06/25
Executive Search,https://sjr.se/executive-search/,19/06/25
Interim Management,https://sjr.se/interim-management/,19/06/25
Rådgivning och utveckling,https://sjr.se/radgivning-och-utveckling/,19/06/25
Stockholm,https://sjr.se/kontakta-oss/stockholm/,19/06/25
Göteborg,https://sjr.se/kontakta-oss/goteborg/,19/06/25
Malmö,https://sjr.se/kontakta-oss/malmo/,19/06/25
Uppsala,https://sjr.se/kontakta-oss/uppsala/,19/06/25
Helsingborg,https://sjr.se/kontakta-oss/helsingborg/,19/06/25
Region Norr,https://sjr.se/kontakta-oss/region-norr/,19/06/25
Region Mitt,https://sjr.se/kontakta-oss/region-mitt/,19/06/25
Region Väst,https://sjr.se/kontakta-oss/region-vast/,19/06/25
Region Syd,https://sjr.se/kontakta-oss/region-syd/,19/06/25
Vår integritetspolicy,https://sjr.se/om-oss/integritetspolicy/,19/06/25
Cookie-inställningar,https://sjr.se/cookies/,19/06/25
Visselblåsarkanal,https://report.whistleb.com/sv/ogunsen,19/06/25
LinkedIn,https://www.linkedin.com/company/sjr/,19/06/25
Instagram,https://www.instagram.com/sjr.se/,19/06/25
Facebook,https://www.facebook.com/SJR.se/,19/06/25
Image 31: Rekrytering_auktoriserat_vit,https://sjr.se/wp-content/uploads/2025/02/rekrytering-auktoriserat-vit.png,19/06/25
Image 32: Bemanning_auktoriserat_vit,https://sjr.se/wp-content/uploads/2025/02/bemanning-auktoriserat-vit.png,19/06/25
Image 33: logo_light,https://sjr.se/wp-content/uploads/2021/09/logo-light.svg,19/06/25
Image 34: Cookiebot session tracker icon loaded,https://imgsct.cookiebot.com/1.gif?dgi=e6a4d0f7-622f-4c2e-ab14-ab2dce1fa932,19/06/25
